product_id	time_id	customer_id	unit_sales
1327	548	4693	2.0000
306	548	4693	3.0000
668	548	4693	4.0000
1105	548	5216	3.0000
1388	548	5216	4.0000
539	548	5216	3.0000
1527	548	5216	3.0000
851	548	5216	2.0000
556	548	5831	3.0000
1477	548	5831	2.0000
1001	548	5831	3.0000
872	548	5831	2.0000
529	548	5831	4.0000
1144	548	5831	3.0000
120	548	905	3.0000
470	548	905	3.0000
1518	548	4096	4.0000
536	548	4096	3.0000
366	548	4096	3.0000
50	548	4096	3.0000
998	548	4096	3.0000
1169	548	1785	3.0000
27	548	1785	3.0000
337	548	1785	3.0000
965	548	1785	3.0000
1368	548	1785	3.0000
1156	548	3533	3.0000
41	548	3533	3.0000
683	548	3533	3.0000
267	548	3533	4.0000
417	548	3533	3.0000
866	548	4417	3.0000
63	548	1633	5.0000
201	548	1633	4.0000
617	548	1633	4.0000
513	548	1633	3.0000
896	548	9102	4.0000
407	548	9102	2.0000
84	548	3627	2.0000
966	548	3627	4.0000
1375	548	5597	4.0000
925	548	5597	3.0000
1129	548	5597	4.0000
1345	548	5597	3.0000
282	548	5597	4.0000
1085	548	5597	3.0000
842	548	9851	3.0000
27	548	4065	2.0000
1462	548	7486	3.0000
1491	548	7486	3.0000
576	548	7486	2.0000
619	548	7486	3.0000
902	548	7486	2.0000
357	548	1676	3.0000
107	548	1676	2.0000
916	548	1979	3.0000
400	548	1979	5.0000
390	548	1979	4.0000
706	548	3889	3.0000
617	548	3889	3.0000
1492	548	4234	3.0000
230	548	4234	4.0000
74	548	4234	3.0000
956	548	4234	2.0000
1426	548	4234	3.0000
430	548	4234	3.0000
546	548	7743	3.0000
683	548	7743	3.0000
1099	548	7743	3.0000
1409	548	7743	3.0000
479	548	7743	3.0000
883	548	7743	2.0000
111	548	1979	2.0000
820	548	1979	5.0000
664	548	1979	5.0000
1546	548	1979	3.0000
44	548	1979	5.0000
1020	548	1979	3.0000
1136	548	4693	3.0000
1273	548	4693	3.0000
443	548	7220	3.0000
1379	548	7220	3.0000
543	548	7220	3.0000
1080	548	7220	2.0000
298	548	7220	2.0000
1086	548	7220	4.0000
8	548	1610	3.0000
1516	548	1610	3.0000
108	548	1610	2.0000
1216	548	1610	3.0000
1420	548	1610	2.0000
79	548	1610	3.0000
574	548	1610	3.0000
118	548	1451	3.0000
41	548	1451	4.0000
1416	548	1451	3.0000
1333	548	4460	2.0000
657	548	4460	3.0000
1479	548	7366	4.0000
1030	548	7366	3.0000
820	548	7366	4.0000
1036	548	7366	3.0000
387	548	7366	4.0000
1190	548	7366	3.0000
947	548	1124	3.0000
1069	548	1124	3.0000
287	548	1124	2.0000
1489	548	1124	5.0000
1413	548	1124	4.0000
1229	548	1124	3.0000
414	548	3693	4.0000
1523	548	3693	2.0000
1319	548	1451	3.0000
1193	548	1451	3.0000
717	548	1451	3.0000
174	548	1451	4.0000
877	548	9557	2.0000
826	548	764	2.0000
150	548	764	4.0000
206	548	764	4.0000
1182	548	764	4.0000
227	548	764	3.0000
1315	548	5308	4.0000
1385	548	5308	3.0000
453	548	3322	2.0000
830	548	3322	3.0000
1545	548	3844	2.0000
669	548	3844	2.0000
181	548	3844	3.0000
403	548	7294	3.0000
979	548	7294	2.0000
736	548	2795	2.0000
1539	548	2795	2.0000
4	548	7477	2.0000
619	548	7477	3.0000
1420	548	6195	2.0000
704	548	6195	2.0000
1293	548	6195	4.0000
671	548	6195	2.0000
1393	548	6195	3.0000
804	548	179	2.0000
993	548	179	2.0000
11	548	179	2.0000
255	548	179	3.0000
1496	548	179	4.0000
887	548	179	3.0000
843	548	527	3.0000
461	548	527	2.0000
51	548	527	3.0000
866	548	527	3.0000
535	548	4664	2.0000
631	548	4664	4.0000
601	548	8651	3.0000
1450	548	8070	4.0000
1001	548	8070	3.0000
791	548	8070	4.0000
1007	548	8070	3.0000
358	548	8070	4.0000
747	548	8070	2.0000
256	548	9476	3.0000
379	548	9476	3.0000
1155	548	9476	3.0000
385	548	9476	4.0000
1394	548	705	4.0000
812	548	705	3.0000
1415	548	705	2.0000
19	548	705	5.0000
262	548	705	3.0000
1504	548	705	3.0000
862	548	1484	3.0000
1265	548	1484	3.0000
468	548	1484	4.0000
473	548	1484	3.0000
1288	548	1484	3.0000
1544	548	1484	2.0000
426	548	5978	3.0000
1402	548	5978	5.0000
1212	548	9355	4.0000
1429	548	9355	3.0000
366	548	9355	3.0000
1169	548	9355	2.0000
1146	548	9355	4.0000
237	548	4006	4.0000
826	548	4006	3.0000
204	548	4006	4.0000
925	548	4006	2.0000
1462	548	4006	3.0000
623	548	2800	2.0000
1199	548	2800	2.0000
1443	548	2800	3.0000
440	548	7708	3.0000
190	548	7708	3.0000
1046	548	8463	3.0000
347	548	8463	3.0000
351	548	8463	3.0000
81	548	9698	4.0000
1150	548	9698	3.0000
1472	548	9698	3.0000
91	548	9698	2.0000
1532	548	9698	4.0000
1210	548	5019	5.0000
147	548	5019	2.0000
950	548	5019	3.0000
927	548	5019	4.0000
1410	548	5019	3.0000
704	548	5353	4.0000
1087	548	9134	3.0000
78	548	9134	2.0000
1546	548	9134	3.0000
671	548	9134	3.0000
182	548	9134	2.0000
504	548	9134	3.0000
1540	548	9498	3.0000
1103	548	9498	3.0000
28	548	9498	2.0000
138	548	9498	2.0000
1044	548	7896	3.0000
1421	548	7896	2.0000
