product_id	time_id	customer_id	unit_sales
82	701	5135	4.0000
951	701	5135	3.0000
315	701	5135	3.0000
1396	701	5135	2.0000
101	701	4809	3.0000
877	701	4809	2.0000
521	701	4809	3.0000
444	701	4809	4.0000
261	701	4809	3.0000
810	701	4809	4.0000
721	701	4809	2.0000
278	701	285	3.0000
760	701	285	3.0000
650	701	1052	3.0000
787	701	1052	3.0000
1203	701	1052	3.0000
1513	701	1052	4.0000
584	701	1052	3.0000
987	701	1052	2.0000
215	701	4664	2.0000
924	701	4664	5.0000
768	701	4664	4.0000
92	701	4664	4.0000
148	701	4664	4.0000
1124	701	4664	3.0000
169	701	4664	4.0000
19	701	5731	4.0000
780	701	5731	4.0000
785	701	5731	4.0000
42	701	5731	2.0000
298	701	5731	4.0000
674	701	5731	4.0000
156	701	5086	2.0000
345	701	5086	3.0000
921	701	5086	3.0000
1165	701	5086	2.0000
894	701	2857	2.0000
832	701	2857	3.0000
289	701	2857	3.0000
1504	701	2857	2.0000
561	701	2857	3.0000
272	701	2857	3.0000
1554	701	2857	3.0000
1395	701	7823	4.0000
546	701	7823	3.0000
1534	701	7823	3.0000
858	701	7823	3.0000
1328	701	7823	2.0000
1484	701	6815	4.0000
1008	701	6815	4.0000
879	701	6815	4.0000
170	701	3908	3.0000
692	701	3908	3.0000
269	701	3908	2.0000
392	701	3908	3.0000
1329	701	9855	2.0000
653	701	9855	2.0000
1123	701	9855	4.0000
127	701	9855	2.0000
730	701	9855	4.0000
1306	701	9855	3.0000
1136	701	9855	4.0000
1443	701	4616	3.0000
700	701	4616	2.0000
444	701	3100	3.0000
994	701	3100	4.0000
904	701	3100	5.0000
1299	701	447	4.0000
717	701	447	2.0000
1320	701	447	2.0000
1483	701	447	4.0000
168	701	447	3.0000
1410	701	447	4.0000
864	701	2592	3.0000
1267	701	2592	3.0000
471	701	2592	3.0000
475	701	2592	3.0000
1290	701	2592	3.0000
1546	701	2592	2.0000
332	701	5189	2.0000
1307	701	5189	4.0000
1118	701	9932	4.0000
1334	701	9932	3.0000
271	701	9932	3.0000
1074	701	9932	2.0000
1051	701	9932	4.0000
239	701	4585	4.0000
828	701	4585	3.0000
206	701	4585	3.0000
928	701	4585	2.0000
1464	701	4585	3.0000
528	701	1079	3.0000
1105	701	1079	2.0000
861	701	1144	3.0000
106	701	1144	2.0000
1227	701	1144	3.0000
152	701	1144	4.0000
262	701	1144	3.0000
345	701	1144	3.0000
96	701	1144	4.0000
1263	701	1725	4.0000
442	701	1725	3.0000
618	701	1725	2.0000
747	701	8863	3.0000
431	701	8863	3.0000
1380	701	8863	2.0000
92	701	8863	4.0000
109	701	8863	3.0000
718	701	9314	3.0000
1347	701	9314	3.0000
192	701	9314	3.0000
605	701	7035	3.0000
1028	701	6788	3.0000
1537	701	6788	3.0000
422	701	6788	4.0000
1065	701	6788	2.0000
356	701	2991	2.0000
1265	701	2991	3.0000
462	701	1484	3.0000
532	701	1484	5.0000
1148	701	1484	4.0000
445	701	1484	4.0000
582	701	1484	4.0000
1208	701	1031	4.0000
1385	701	1031	2.0000
1268	701	1031	4.0000
60	701	1031	3.0000
975	701	5441	3.0000
526	701	5441	3.0000
729	701	5441	2.0000
946	701	5441	4.0000
969	701	8430	3.0000
958	701	8430	4.0000
576	701	8430	4.0000
580	701	8430	2.0000
1395	701	8430	4.0000
93	701	8430	3.0000
469	701	8430	3.0000
643	701	9622	4.0000
34	701	9622	4.0000
1448	701	9622	5.0000
1465	701	9622	3.0000
1415	701	9622	2.0000
1559	701	3128	2.0000
1548	701	3128	4.0000
1166	701	3128	2.0000
217	701	3116	3.0000
899	701	3116	3.0000
709	701	5608	4.0000
553	701	5608	3.0000
1435	701	5608	4.0000
286	701	9840	3.0000
675	701	9840	3.0000
652	701	9840	4.0000
1135	701	9840	4.0000
1245	701	9840	3.0000
1268	701	2064	4.0000
846	701	2064	3.0000
969	701	2064	2.0000
186	701	2064	2.0000
467	701	669	3.0000
523	701	669	2.0000
1498	701	669	5.0000
543	701	669	2.0000
706	701	669	4.0000
144	701	8024	3.0000
394	701	5920	3.0000
1155	701	5920	2.0000
1159	701	5920	3.0000
417	701	5920	4.0000
673	701	5920	2.0000
1049	701	5920	2.0000
333	701	5920	3.0000
420	702	369	2.0000
769	702	369	3.0000
865	702	369	3.0000
10	702	9499	4.0000
27	702	9499	2.0000
1535	702	9499	4.0000
127	702	9499	4.0000
1332	702	9499	2.0000
1122	702	9499	4.0000
147	702	8478	3.0000
1149	702	8478	4.0000
114	702	8478	2.0000
551	702	8478	3.0000
907	702	755	3.0000
751	702	755	2.0000
1427	702	9431	5.0000
19	702	9431	4.0000
714	702	9431	4.0000
917	702	9431	4.0000
1134	702	9431	2.0000
485	702	9431	2.0000
874	702	9431	2.0000
49	702	3127	2.0000
1424	702	3127	2.0000
415	702	3127	4.0000
1470	702	3127	2.0000
594	702	3127	3.0000
106	702	3127	2.0000
661	702	4626	2.0000
1464	702	4626	3.0000
1487	702	9252	3.0000
545	702	9252	3.0000
1248	702	7856	3.0000
629	702	7856	2.0000
