product_id	time_id	customer_id	unit_sales
716	883	4933	4.0000
97	883	4933	3.0000
686	883	4933	2.0000
896	883	5788	4.0000
1406	883	5788	4.0000
291	883	5788	4.0000
154	883	4896	3.0000
104	883	4896	5.0000
1512	883	6286	4.0000
703	883	6286	2.0000
344	883	4097	4.0000
334	883	4097	3.0000
1509	883	4097	2.0000
1513	883	4097	3.0000
771	883	4097	4.0000
1153	883	4826	4.0000
1436	883	4826	4.0000
588	883	4826	3.0000
18	883	4826	4.0000
900	883	4826	4.0000
1370	883	4826	4.0000
1193	883	8585	4.0000
904	883	8585	3.0000
627	883	8585	3.0000
1043	883	8585	2.0000
374	883	6234	4.0000
1056	883	6234	3.0000
154	883	6234	4.0000
790	883	2142	3.0000
1366	883	2142	2.0000
1123	883	9872	3.0000
1512	883	9872	3.0000
488	883	5236	4.0000
1103	883	5236	3.0000
400	883	5236	3.0000
344	883	3496	2.0000
1120	883	3496	2.0000
15	883	10236	3.0000
524	883	10236	4.0000
967	883	10236	4.0000
52	883	10236	4.0000
1240	883	10236	2.0000
1523	883	10236	5.0000
1519	883	9660	3.0000
1402	883	9660	2.0000
194	883	9660	3.0000
703	883	9660	2.0000
733	883	9660	3.0000
1375	883	9660	2.0000
1419	883	9660	3.0000
357	883	4271	3.0000
973	883	4271	3.0000
684	883	4271	2.0000
407	883	4271	3.0000
1020	883	9292	3.0000
931	883	9292	3.0000
55	883	9292	2.0000
744	883	6962	3.0000
1347	883	6962	4.0000
771	883	2708	4.0000
122	883	2708	3.0000
511	883	2708	5.0000
1413	883	5475	4.0000
165	883	5475	3.0000
793	883	5475	3.0000
1197	883	5475	3.0000
814	883	5475	4.0000
650	883	6738	3.0000
1293	883	6738	3.0000
1250	883	8462	4.0000
368	883	9778	2.0000
584	883	9778	3.0000
1233	883	959	3.0000
690	883	959	3.0000
1130	883	9311	3.0000
1386	883	9311	3.0000
1424	883	759	3.0000
920	883	759	4.0000
45	883	759	3.0000
1114	883	759	3.0000
1436	883	759	4.0000
754	883	344	4.0000
958	883	344	3.0000
1174	883	344	3.0000
111	883	344	3.0000
914	883	344	4.0000
891	883	344	3.0000
1304	883	1530	3.0000
108	883	1530	2.0000
1311	883	1530	4.0000
1234	883	1530	4.0000
276	883	1863	2.0000
465	883	1863	4.0000
1042	883	1863	3.0000
1285	883	1863	2.0000
969	883	1863	3.0000
393	883	1910	3.0000
116	883	1910	4.0000
532	883	1910	3.0000
842	883	1910	2.0000
1225	883	8813	4.0000
322	883	8813	2.0000
1058	883	8813	3.0000
855	883	5998	3.0000
684	883	5998	3.0000
1098	883	9319	3.0000
1075	883	9319	4.0000
1557	883	9319	4.0000
110	883	9319	4.0000
919	883	9089	3.0000
881	883	9089	3.0000
453	883	9596	2.0000
1135	883	9596	3.0000
232	883	9596	3.0000
869	883	4960	3.0000
1031	883	4960	2.0000
1299	883	4912	3.0000
130	883	4912	3.0000
107	883	4912	3.0000
929	883	8510	3.0000
413	883	8510	3.0000
816	883	8510	2.0000
20	883	8510	4.0000
24	883	8510	4.0000
839	883	8510	4.0000
1382	883	9462	2.0000
1438	883	9462	4.0000
856	883	9462	2.0000
697	883	5351	4.0000
1179	883	5351	3.0000
876	883	5351	4.0000
959	883	5351	3.0000
503	883	3329	3.0000
1346	883	3329	4.0000
343	883	8237	3.0000
1412	883	8237	4.0000
177	883	8237	4.0000
354	883	8237	4.0000
237	883	8237	4.0000
587	883	8237	3.0000
671	883	2156	4.0000
754	883	2156	4.0000
504	883	2156	4.0000
1253	883	2156	4.0000
172	883	8825	3.0000
694	883	8825	3.0000
271	883	8825	2.0000
394	883	8825	3.0000
471	883	9945	2.0000
1353	883	9945	4.0000
265	883	9945	3.0000
827	883	9945	2.0000
1095	883	6762	4.0000
285	883	6762	4.0000
741	883	6762	3.0000
518	883	6762	3.0000
42	883	6762	3.0000
1057	883	6762	2.0000
1128	883	6762	2.0000
1511	883	6855	3.0000
595	883	6855	3.0000
225	883	6855	2.0000
508	883	6855	4.0000
1217	883	6855	3.0000
1061	883	6855	3.0000
89	883	1946	2.0000
160	883	1946	3.0000
776	883	1946	3.0000
73	883	1946	4.0000
1152	883	9359	3.0000
143	883	9359	2.0000
1198	883	9359	2.0000
322	883	9359	3.0000
1391	883	9359	4.0000
156	883	9359	4.0000
332	883	9359	4.0000
